nama,ips-now,ips-next
Taruna-932,3.92,3.92
Taruna-933,3.51,3.91
Taruna-934,3.99,3.99
Taruna-935,3.21,3.92
Taruna-936,3.23,3.73
Taruna-937,3.82,3.55
Taruna-938,3.44,3.66
Taruna-939,3.61,3.92
Taruna-940,3.94,4.0
Taruna-941,3.76,3.75
Taruna-942,3.34,3.52
Taruna-943,3.93,3.82
Taruna-944,3.76,3.95
Taruna-945,3.79,3.79
Taruna-946,3.33,3.64
Taruna-947,3.67,3.63
Taruna-948,3.45,4.0
Taruna-949,3.96,3.71
Taruna-950,3.22,3.69
Taruna-951,3.81,3.93
Taruna-952,3.47,3.82
Taruna-953,3.94,3.98
Taruna-954,3.7,3.94
Taruna-955,3.55,3.84
Taruna-956,3.45,3.8
Taruna-957,3.89,3.86
Taruna-958,3.28,4.0
Taruna-959,3.3,3.61
Taruna-960,3.97,3.59
Taruna-961,3.45,3.55
Taruna-962,3.77,3.86
Taruna-963,3.6,3.83
Taruna-964,3.84,3.87
Taruna-965,3.9,3.55
Taruna-966,3.76,3.67
Taruna-967,3.51,3.85
Taruna-968,3.9,3.55
Taruna-969,3.62,3.96
Taruna-970,3.33,3.87
Taruna-971,3.73,3.57
Taruna-972,3.78,3.69
Taruna-973,3.57,3.74
Taruna-974,3.65,3.77
Taruna-975,3.51,3.98
Taruna-976,3.8,3.75
Taruna-977,3.38,3.68
Taruna-978,3.85,3.55
Taruna-979,3.41,3.68
Taruna-980,3.4,3.63
Taruna-981,3.39,3.95
Taruna-982,3.51,3.88
Taruna-983,3.47,3.6
Taruna-984,3.65,3.94
Taruna-985,3.23,3.87
Taruna-986,3.67,3.92
Taruna-987,3.86,3.77
Taruna-988,3.46,3.56
Taruna-989,3.56,3.87
Taruna-990,3.55,3.67
Taruna-991,3.91,3.76
Taruna-992,3.58,3.71
Taruna-993,3.31,3.85
Taruna-994,3.56,3.53
Taruna-995,3.89,3.78
Taruna-996,3.69,3.65
Taruna-997,3.55,3.63
Taruna-998,3.45,3.51
Taruna-999,3.58,3.72
Taruna-1000,3.46,3.74
Taruna-1001,3.51,3.68
Taruna-1002,3.47,3.63
Taruna-1003,3.43,3.7
Taruna-1004,3.74,3.74
Taruna-1005,3.3,3.78
Taruna-1006,3.65,3.94
Taruna-1007,3.69,3.63
Taruna-1008,3.65,3.84
Taruna-1009,3.55,3.98
Taruna-1010,3.4,3.72
Taruna-1011,3.83,3.74
Taruna-1012,3.96,3.58
Taruna-1013,3.68,3.81
Taruna-1014,3.27,3.93
Taruna-1015,3.3,3.76
Taruna-1016,3.88,3.76
Taruna-1017,3.65,3.89
Taruna-1018,3.22,3.97
Taruna-1019,3.36,3.89
Taruna-1020,3.53,3.83
Taruna-1021,3.97,3.52
Taruna-1022,3.73,3.84
Taruna-1023,3.5,3.81
Taruna-1024,3.91,3.88
Taruna-1025,3.73,3.99
Taruna-1026,3.85,3.92
Taruna-1027,3.56,3.86
Taruna-1028,3.43,3.99
Taruna-1029,3.26,3.84
Taruna-1030,3.71,3.75
Taruna-1031,3.29,3.68
Taruna-1032,3.92,3.66
Taruna-1033,3.41,3.73
Taruna-1034,4.0,3.7
Taruna-1035,3.87,3.59
Taruna-1036,3.98,3.56
Taruna-1037,3.36,3.95
Taruna-1038,3.32,3.56
Taruna-1039,3.91,3.92
Taruna-1040,3.9,3.69
Taruna-1041,3.42,3.73
Taruna-1042,3.29,3.96
Taruna-1043,3.38,3.72
Taruna-1044,3.86,3.93
Taruna-1045,3.91,3.88
Taruna-1046,3.38,3.63
Taruna-1047,3.35,3.52
Taruna-1048,3.86,3.77
Taruna-1049,3.94,3.59
Taruna-1050,3.32,3.65
Taruna-1051,3.41,3.64
Taruna-1052,3.9,3.8
Taruna-1053,3.85,4.0
Taruna-1054,3.42,3.67
Taruna-1055,3.92,3.89
Taruna-1056,3.9,3.87
Taruna-1057,3.25,3.57
Taruna-1058,3.56,3.95
Taruna-1059,3.67,3.93
Taruna-1060,3.3,3.63
Taruna-1061,3.81,3.85
Taruna-1062,3.9,3.9
Taruna-1063,3.2,3.53
Taruna-1064,3.5,3.87
Taruna-1065,3.44,3.66
Taruna-1066,3.95,3.52
Taruna-1067,3.4,3.5
Taruna-1068,3.76,3.81
Taruna-1069,3.61,3.93
Taruna-1070,3.47,3.92
Taruna-1071,3.87,3.98
Taruna-1072,3.27,3.91
Taruna-1073,3.38,3.65
Taruna-1074,3.43,3.73
Taruna-1075,3.29,3.67
Taruna-1076,3.74,3.57
Taruna-1077,3.68,3.6
Taruna-1078,3.91,3.86
Taruna-1079,3.49,3.89
Taruna-1080,3.55,3.76
Taruna-1081,3.59,3.99
Taruna-1082,3.92,3.87
Taruna-1083,3.47,3.99
Taruna-1084,3.55,3.7
Taruna-1085,3.86,3.75
Taruna-1086,3.72,3.57
Taruna-1087,3.45,3.78
Taruna-1088,3.82,3.75
Taruna-1089,3.92,3.53
Taruna-1090,3.8,3.93
Taruna-1091,3.71,3.82
Taruna-1092,3.67,3.58
Taruna-1093,3.56,3.98
Taruna-1094,3.64,3.97
Taruna-1095,3.47,3.77
Taruna-1096,3.66,3.91
Taruna-1097,3.52,3.75
Taruna-1098,3.38,3.85
Taruna-1099,3.52,3.98
Taruna-1100,3.3,3.97
Taruna-1101,3.76,3.72
Taruna-1102,3.58,3.68
Taruna-1103,3.7,3.72
Taruna-1104,3.46,3.52
Taruna-1105,3.55,3.68
Taruna-1106,3.8,3.83
Taruna-1107,4.0,3.93
Taruna-1108,3.28,3.65
Taruna-1109,3.5,3.68
Taruna-1110,3.65,3.8
Taruna-1111,3.69,3.83
Taruna-1112,3.62,3.9
Taruna-1113,3.98,3.63
Taruna-1114,3.89,3.76
Taruna-1115,3.44,3.84
Taruna-1116,3.89,3.9
Taruna-1117,3.91,3.56
Taruna-1118,3.42,3.72
Taruna-1119,3.72,3.51
Taruna-1120,3.4,3.81
Taruna-1121,3.91,3.91
Taruna-1122,3.49,3.55
Taruna-1123,3.32,3.68
Taruna-1124,3.66,3.74
Taruna-1125,3.39,3.82
Taruna-1126,3.92,3.82
Taruna-1127,3.28,3.91
Taruna-1128,3.33,3.89
Taruna-1129,3.47,3.91
Taruna-1130,3.43,3.94
Taruna-1131,3.34,3.74
Taruna-1132,3.3,3.77
Taruna-1133,3.94,3.59
Taruna-1134,3.91,4.0
Taruna-1135,3.44,3.95
Taruna-1136,3.24,3.86
Taruna-1137,3.48,3.95
Taruna-1138,3.82,3.81
Taruna-1139,3.31,3.76
Taruna-1140,3.26,3.54
Taruna-1141,3.9,3.82
Taruna-1142,3.23,3.95
Taruna-1143,3.77,3.63
Taruna-1144,3.94,3.54
Taruna-1145,3.87,3.72
Taruna-1146,3.34,3.77
Taruna-1147,3.52,3.84
Taruna-1148,3.39,3.97
Taruna-1149,3.91,3.57
Taruna-1150,3.51,3.79
Taruna-1151,3.3,3.89
Taruna-1152,3.99,3.8
Taruna-1153,3.37,3.8
Taruna-1154,4.0,3.69
Taruna-1155,3.38,3.88
Taruna-1156,3.25,3.95
Taruna-1157,3.89,3.54
Taruna-1158,3.41,3.71
Taruna-1159,3.26,3.93
Taruna-1160,3.97,3.74
Taruna-1161,3.7,3.91
Taruna-1162,3.21,3.71
Taruna-1163,3.33,3.79
Taruna-1164,3.53,3.97
Taruna-1165,3.2,3.95
Taruna-1166,3.64,3.76
Taruna-1167,3.82,3.71
Taruna-1168,3.64,3.89
Taruna-1169,3.82,3.83
Taruna-1170,3.94,3.63
Taruna-1171,3.3,3.89
Taruna-1172,3.36,3.63
Taruna-1173,3.24,3.99
Taruna-1174,3.25,3.76
Taruna-1175,3.6,3.76
Taruna-1176,3.73,3.8
Taruna-1177,3.33,4.0
Taruna-1178,3.29,3.83
Taruna-1179,3.78,3.53
Taruna-1180,3.82,3.74
Taruna-1181,3.25,3.94
Taruna-1182,3.68,3.86
Taruna-1183,3.99,3.55
Taruna-1184,3.84,3.59
Taruna-1185,3.5,3.79
Taruna-1186,3.33,3.63
Taruna-1187,3.8,3.71
Taruna-1188,3.22,3.76
Taruna-1189,3.83,3.63
Taruna-1190,3.37,3.67
Taruna-1191,3.68,3.93
Taruna-1192,3.36,3.58
Taruna-1193,3.24,3.8
Taruna-1194,3.95,3.66
Taruna-1195,3.37,3.64
Taruna-1196,3.38,4.0
Taruna-1197,3.24,3.55
Taruna-1198,3.29,3.98
Taruna-1199,3.85,3.88
Taruna-1200,3.56,3.87
Taruna-1201,3.32,3.71
Taruna-1202,3.46,3.6
Taruna-1203,3.94,3.61
Taruna-1204,3.7,3.84
Taruna-1205,3.57,3.75
Taruna-1206,3.24,3.87
Taruna-1207,3.64,3.88
Taruna-1208,3.33,3.9
Taruna-1209,3.51,3.85
Taruna-1210,3.29,3.5
Taruna-1211,3.37,3.86
Taruna-1212,3.87,3.78
Taruna-1213,3.23,3.75
Taruna-1214,3.93,3.9
Taruna-1215,3.67,3.98
Taruna-1216,3.66,3.76
Taruna-1217,3.48,3.71
Taruna-1218,3.78,3.92
Taruna-1219,3.49,3.55
Taruna-1220,3.88,3.71
Taruna-1221,3.85,3.6
Taruna-1222,3.96,3.58
Taruna-1223,3.94,3.7
Taruna-1224,3.59,3.72
Taruna-1225,3.62,3.59
Taruna-1226,3.43,3.69
Taruna-1227,3.68,3.86
Taruna-1228,3.47,3.98
Taruna-1229,3.22,3.93
Taruna-1230,3.37,3.61
Taruna-1231,3.44,3.86
Taruna-1232,3.49,4.0
Taruna-1233,3.27,3.55
Taruna-1234,3.34,3.52
Taruna-1235,3.63,3.64
Taruna-1236,3.74,3.77
Taruna-1237,3.25,3.6
Taruna-1238,3.58,3.62
Taruna-1239,3.29,3.67
Taruna-1240,3.64,3.84
Taruna-1241,3.42,3.99
Taruna-1242,3.27,3.62
Taruna-1243,3.49,3.55
Taruna-1244,3.3,3.86
Taruna-1245,3.28,3.8
Taruna-1246,3.87,3.63
Taruna-1247,3.88,3.97
Taruna-1248,3.47,3.92
Taruna-1249,3.68,3.83
Taruna-1250,3.37,3.51
Taruna-1251,3.99,3.92
Taruna-1252,3.87,3.73
Taruna-1253,3.93,3.79
Taruna-1254,3.82,3.54
Taruna-1255,3.66,3.91
Taruna-1256,3.3,3.81
Taruna-1257,3.85,3.61
Taruna-1258,3.77,3.81
Taruna-1259,3.55,3.73
Taruna-1260,3.66,3.85
Taruna-1261,3.79,3.57
Taruna-1262,3.61,3.84
Taruna-1263,3.7,3.85
Taruna-1264,3.93,3.93
Taruna-1265,3.32,3.64
Taruna-1266,3.91,3.9
Taruna-1267,3.98,3.87
Taruna-1268,3.79,3.75
Taruna-1269,3.77,3.76
Taruna-1270,3.93,3.96
Taruna-1271,3.33,3.56
Taruna-1272,3.31,3.58
Taruna-1273,3.83,3.98
Taruna-1274,3.99,3.67
Taruna-1275,3.48,3.98
Taruna-1276,3.99,3.6
Taruna-1277,3.64,3.89
Taruna-1278,3.36,3.76
Taruna-1279,3.64,3.94
Taruna-1280,3.5,3.9
Taruna-1281,3.66,3.81
Taruna-1282,3.41,3.85
Taruna-1283,3.84,3.63
Taruna-1284,3.77,3.51
Taruna-1285,3.66,4.0
Taruna-1286,3.54,3.81
Taruna-1287,3.57,3.68
Taruna-1288,3.44,3.51
Taruna-1289,3.49,4.0
Taruna-1290,3.83,3.52
Taruna-1291,3.91,3.71
Taruna-1292,3.91,3.71
Taruna-1293,3.53,3.65
Taruna-1294,3.96,3.51
Taruna-1295,3.56,3.71
Taruna-1296,3.94,3.64
Taruna-1297,3.57,3.78
Taruna-1298,3.61,3.71
Taruna-1299,3.2,3.67
Taruna-1300,3.3,3.65
Taruna-1301,3.61,3.51
Taruna-1302,3.79,3.75
Taruna-1303,3.96,3.76
Taruna-1304,3.87,3.79
Taruna-1305,3.49,3.83
Taruna-1306,3.98,3.75
Taruna-1307,3.29,3.77
Taruna-1308,4.0,3.92
Taruna-1309,3.83,3.84
Taruna-1310,3.5,3.81
Taruna-1311,3.96,3.92
Taruna-1312,3.28,3.74
Taruna-1313,3.88,3.85
Taruna-1314,3.62,3.86
Taruna-1315,3.52,3.74
Taruna-1316,3.58,3.95
Taruna-1317,3.41,3.75
Taruna-1318,3.49,3.72
Taruna-1319,3.78,3.84
Taruna-1320,3.89,3.8
Taruna-1321,3.48,3.65
Taruna-1322,3.61,3.91
Taruna-1323,3.92,3.73
Taruna-1324,3.7,3.9
Taruna-1325,3.56,3.88
Taruna-1326,3.43,3.56
Taruna-1327,3.42,3.88
Taruna-1328,3.66,3.98
Taruna-1329,3.59,3.71
Taruna-1330,3.44,3.87
Taruna-1331,3.24,3.91
Taruna-1332,3.88,3.55
Taruna-1333,3.51,3.66
Taruna-1334,3.59,3.66
Taruna-1335,3.76,3.93
Taruna-1336,3.67,3.83
Taruna-1337,3.83,3.63
Taruna-1338,3.67,3.65
Taruna-1339,3.83,3.7
Taruna-1340,3.59,3.97
Taruna-1341,3.46,3.91
Taruna-1342,3.49,3.61
Taruna-1343,3.8,3.8
Taruna-1344,3.48,3.51
Taruna-1345,3.67,3.71
Taruna-1346,3.9,3.75
Taruna-1347,3.55,3.77
Taruna-1348,3.24,3.56
Taruna-1349,3.77,3.74
Taruna-1350,3.77,3.99
Taruna-1351,3.65,3.97
Taruna-1352,3.46,3.69
Taruna-1353,3.27,3.73
Taruna-1354,3.88,3.56
Taruna-1355,3.41,3.99
Taruna-1356,3.67,3.58
Taruna-1357,3.5,3.64
Taruna-1358,3.3,3.65
Taruna-1359,3.68,3.92
Taruna-1360,3.28,3.74
Taruna-1361,3.68,3.54
Taruna-1362,3.53,3.9
Taruna-1363,3.57,3.55
Taruna-1364,3.56,3.86
Taruna-1365,3.79,4.0
Taruna-1366,3.57,3.77
Taruna-1367,3.27,3.89
Taruna-1368,3.34,3.55
Taruna-1369,3.99,3.74
Taruna-1370,3.49,3.84
Taruna-1371,3.26,4.0
Taruna-1372,3.72,3.78
Taruna-1373,3.61,3.99
Taruna-1374,3.49,3.82
Taruna-1375,3.6,3.9
Taruna-1376,3.8,3.79
Taruna-1377,3.93,3.83
Taruna-1378,3.75,3.8
Taruna-1379,3.71,3.53
Taruna-1380,3.54,3.65
Taruna-1381,3.26,3.9
Taruna-1382,3.66,3.67
Taruna-1383,3.34,3.74
Taruna-1384,3.24,3.61
Taruna-1385,3.6,3.96
Taruna-1386,3.83,3.86
Taruna-1387,3.54,3.67
Taruna-1388,3.4,3.73
Taruna-1389,3.51,3.9
Taruna-1390,3.23,3.74
Taruna-1391,3.49,3.86
Taruna-1392,3.46,3.81
Taruna-1393,3.48,3.85
Taruna-1394,3.69,3.8
Taruna-1395,3.25,3.94
Taruna-1396,3.4,3.82
Taruna-1397,3.92,3.86
Taruna-1398,3.42,3.66
Taruna-1399,3.35,3.93
Taruna-1400,3.85,3.83
Taruna-1401,3.21,3.56
Taruna-1402,3.54,3.75
Taruna-1403,3.73,3.9
Taruna-1404,3.98,3.62
Taruna-1405,3.8,3.6
Taruna-1406,3.58,3.65
Taruna-1407,3.52,3.75
Taruna-1408,3.87,3.64
Taruna-1409,3.61,3.91
Taruna-1410,3.21,3.94
Taruna-1411,3.44,3.95
Taruna-1412,3.76,3.62
Taruna-1413,3.59,3.72
Taruna-1414,3.41,3.73
Taruna-1415,3.41,3.55
Taruna-1416,3.39,3.56
Taruna-1417,3.96,3.7
Taruna-1418,3.28,3.62
Taruna-1419,3.55,3.71
Taruna-1420,3.78,4.0
Taruna-1421,3.37,3.75
Taruna-1422,3.96,3.86
Taruna-1423,3.33,3.98
Taruna-1424,3.78,3.6
Taruna-1425,3.36,3.8
Taruna-1426,3.88,3.88
Taruna-1427,3.3,3.72
Taruna-1428,3.48,3.59
Taruna-1429,3.61,3.61
Taruna-1430,3.25,3.54
Taruna-1431,3.4,3.69
Taruna-1432,3.43,3.91
Taruna-1433,3.31,3.6
Taruna-1434,3.21,3.54
Taruna-1435,3.93,3.77
Taruna-1436,3.66,3.95
Taruna-1437,3.29,3.58
Taruna-1438,3.67,3.92
Taruna-1439,3.52,3.95
Taruna-1440,3.39,3.93
Taruna-1441,3.52,3.72
Taruna-1442,3.98,3.84
Taruna-1443,3.88,3.81
Taruna-1444,3.75,3.83
Taruna-1445,3.58,3.64
Taruna-1446,3.59,3.69
Taruna-1447,3.85,3.55
Taruna-1448,3.72,3.73
Taruna-1449,3.28,3.74
Taruna-1450,3.95,3.6
Taruna-1451,3.88,3.89
Taruna-1452,3.34,3.86
Taruna-1453,3.89,3.91
Taruna-1454,3.74,3.55
Taruna-1455,3.87,3.55
Taruna-1456,3.54,3.72
Taruna-1457,3.68,3.67
Taruna-1458,3.26,3.62
Taruna-1459,3.59,3.84
Taruna-1460,3.28,3.97
Taruna-1461,3.93,3.85
Taruna-1462,3.58,4.0
Taruna-1463,3.23,3.67
Taruna-1464,3.33,3.72
Taruna-1465,3.98,3.57
Taruna-1466,3.93,3.7
Taruna-1467,3.46,3.66
Taruna-1468,3.7,3.86
Taruna-1469,3.67,3.81
Taruna-1470,3.7,3.56
Taruna-1471,3.89,3.84
Taruna-1472,3.86,3.96
Taruna-1473,3.58,3.76
Taruna-1474,3.74,3.72
Taruna-1475,3.49,3.78
Taruna-1476,3.46,3.58
Taruna-1477,3.91,3.92
Taruna-1478,3.6,3.72
Taruna-1479,3.22,3.63
Taruna-1480,3.9,3.53
Taruna-1481,3.73,3.5
Taruna-1482,3.38,3.67
Taruna-1483,3.4,3.54
Taruna-1484,3.77,3.72
Taruna-1485,3.54,3.87
Taruna-1486,3.74,3.65
Taruna-1487,3.34,3.95
Taruna-1488,3.29,3.83
Taruna-1489,3.76,3.98
Taruna-1490,3.77,3.85
Taruna-1491,3.67,3.61
Taruna-1492,3.79,3.95
Taruna-1493,3.64,3.64
Taruna-1494,3.36,3.55
Taruna-1495,3.37,3.8
Taruna-1496,3.9,3.63
Taruna-1497,3.4,3.87
Taruna-1498,3.95,3.71
Taruna-1499,3.48,3.73
Taruna-1500,3.98,3.69
Taruna-1501,3.24,3.8
Taruna-1502,3.69,3.74
Taruna-1503,3.61,3.88
Taruna-1504,3.87,3.87
Taruna-1505,3.95,4.0
Taruna-1506,3.57,3.7
Taruna-1507,3.49,3.85
Taruna-1508,3.58,3.51
Taruna-1509,3.75,3.52
Taruna-1510,3.45,3.84
Taruna-1511,3.33,3.86
Taruna-1512,3.38,3.77
Taruna-1513,3.45,3.95
Taruna-1514,3.74,3.65
Taruna-1515,3.33,3.65
Taruna-1516,3.23,3.94
Taruna-1517,3.64,3.74
Taruna-1518,3.51,3.64
Taruna-1519,3.48,3.87
Taruna-1520,3.44,3.53
Taruna-1521,3.29,3.67
Taruna-1522,3.98,3.75
Taruna-1523,3.84,3.61
Taruna-1524,3.75,3.68
Taruna-1525,4.0,3.92
Taruna-1526,3.21,3.87
Taruna-1527,3.32,3.59
Taruna-1528,3.87,3.9
Taruna-1529,3.76,3.74
Taruna-1530,3.61,3.58
Taruna-1531,3.94,3.63
Taruna-1532,3.73,3.64
Taruna-1533,4.0,3.68
Taruna-1534,3.56,3.99
Taruna-1535,3.77,3.68
Taruna-1536,3.49,3.84
Taruna-1537,3.46,3.86
Taruna-1538,3.88,3.92
Taruna-1539,3.54,3.59
Taruna-1540,3.95,3.51
Taruna-1541,3.5,3.78
Taruna-1542,3.67,3.94
Taruna-1543,3.36,3.88
Taruna-1544,3.74,3.74
Taruna-1545,3.31,3.63
Taruna-1546,3.83,3.85
Taruna-1547,3.69,3.55
Taruna-1548,3.36,3.58
Taruna-1549,3.86,3.86
Taruna-1550,3.41,3.85
Taruna-1551,3.33,3.96
Taruna-1552,3.24,3.51
Taruna-1553,3.72,3.52
Taruna-1554,3.43,3.68
Taruna-1555,3.56,3.8
Taruna-1556,3.9,3.79
Taruna-1557,3.8,3.68
Taruna-1558,3.74,3.75
Taruna-1559,3.54,3.79
Taruna-1560,3.66,3.98
Taruna-1561,3.69,3.66
Taruna-1562,3.23,3.7
Taruna-1563,3.53,3.91
Taruna-1564,3.25,3.62
Taruna-1565,3.39,3.77
Taruna-1566,3.56,3.54
Taruna-1567,3.44,3.55
Taruna-1568,3.98,3.59
Taruna-1569,3.97,3.65
Taruna-1570,3.62,3.93
Taruna-1571,3.78,3.87
Taruna-1572,3.97,3.8
Taruna-1573,3.47,3.72
Taruna-1574,3.66,3.63
Taruna-1575,3.68,3.71
Taruna-1576,3.25,3.63
Taruna-1577,3.5,3.86
Taruna-1578,3.28,3.97
Taruna-1579,3.66,3.62
Taruna-1580,3.62,3.65
Taruna-1581,3.37,3.67
Taruna-1582,3.95,3.87
Taruna-1583,3.77,3.6
Taruna-1584,3.28,3.7
Taruna-1585,3.82,3.96
Taruna-1586,3.25,3.86
Taruna-1587,3.39,3.78
Taruna-1588,3.81,3.54
Taruna-1589,3.81,3.68
Taruna-1590,3.67,3.52
Taruna-1591,3.4,3.68
Taruna-1592,3.44,3.81
Taruna-1593,3.6,3.67
Taruna-1594,3.37,3.71
Taruna-1595,3.21,3.91
Taruna-1596,3.56,3.94
Taruna-1597,3.96,3.71
Taruna-1598,3.2,3.84
Taruna-1599,3.51,3.84
Taruna-1600,3.72,3.62
Taruna-1601,3.26,3.84
Taruna-1602,3.26,3.52
Taruna-1603,3.56,3.87
Taruna-1604,3.95,3.63
Taruna-1605,3.75,3.7
Taruna-1606,3.75,3.71
Taruna-1607,3.63,3.98
Taruna-1608,3.98,3.64
Taruna-1609,3.92,3.65
Taruna-1610,3.89,3.6
Taruna-1611,3.63,3.58
Taruna-1612,3.72,3.8
Taruna-1613,3.79,3.85
Taruna-1614,3.82,3.96
Taruna-1615,3.3,3.56
Taruna-1616,3.88,3.77
Taruna-1617,3.47,3.57
Taruna-1618,3.98,3.79
Taruna-1619,3.64,3.89
Taruna-1620,3.3,3.63
Taruna-1621,3.45,3.73
Taruna-1622,3.96,3.63
Taruna-1623,3.56,3.98
Taruna-1624,3.81,3.69
Taruna-1625,3.59,3.66
Taruna-1626,3.61,3.74
Taruna-1627,3.99,3.79
Taruna-1628,3.39,3.56
Taruna-1629,3.4,3.64
Taruna-1630,3.3,3.97
Taruna-1631,3.41,3.51
Taruna-1632,3.2,3.98
Taruna-1633,3.24,3.64
Taruna-1634,3.73,3.98
Taruna-1635,3.78,3.85
Taruna-1636,3.92,3.88
Taruna-1637,3.79,3.56
Taruna-1638,3.37,3.61
Taruna-1639,3.51,3.87
Taruna-1640,3.78,3.83
Taruna-1641,3.75,3.59
Taruna-1642,3.81,3.59
Taruna-1643,3.78,3.75
Taruna-1644,3.62,3.71
Taruna-1645,3.81,3.82
Taruna-1646,3.83,3.71
Taruna-1647,3.64,3.89
Taruna-1648,3.78,3.67
Taruna-1649,3.71,3.69
Taruna-1650,3.68,3.7
Taruna-1651,3.36,3.67
Taruna-1652,3.85,3.95
Taruna-1653,3.36,3.96
Taruna-1654,3.77,3.55
Taruna-1655,3.25,3.69
Taruna-1656,3.27,3.78
Taruna-1657,3.87,3.56
Taruna-1658,3.53,3.92
Taruna-1659,3.23,3.91
Taruna-1660,3.46,3.85
Taruna-1661,3.21,3.81
Taruna-1662,3.76,3.81
Taruna-1663,3.74,3.5
Taruna-1664,3.88,3.74
Taruna-1665,3.25,3.73
Taruna-1666,3.57,3.87
Taruna-1667,3.32,3.98
Taruna-1668,3.6,3.63
Taruna-1669,3.27,3.7
Taruna-1670,3.93,3.83
Taruna-1671,3.81,3.85
Taruna-1672,3.96,3.94
Taruna-1673,3.21,3.9
Taruna-1674,3.56,3.85
Taruna-1675,3.21,3.54
Taruna-1676,3.53,3.61
Taruna-1677,3.31,3.78
Taruna-1678,3.66,3.63
Taruna-1679,3.31,3.6
Taruna-1680,3.75,3.73
Taruna-1681,3.48,3.75
Taruna-1682,3.22,3.52
Taruna-1683,3.33,3.63
Taruna-1684,3.32,3.65
Taruna-1685,3.57,3.76
Taruna-1686,3.41,3.6
Taruna-1687,3.31,3.95
Taruna-1688,3.23,3.61
Taruna-1689,3.61,3.7
Taruna-1690,3.75,3.56
Taruna-1691,3.39,3.93
Taruna-1692,3.25,3.59
Taruna-1693,3.47,3.68
Taruna-1694,3.83,3.7
Taruna-1695,3.49,3.79
Taruna-1696,3.61,3.52
Taruna-1697,3.53,3.73
Taruna-1698,3.43,3.81
Taruna-1699,3.49,3.66
Taruna-1700,3.43,3.86
Taruna-1701,3.47,3.8
Taruna-1702,3.95,3.82
Taruna-1703,3.25,3.99
Taruna-1704,3.46,3.81
Taruna-1705,3.44,3.73
Taruna-1706,3.76,3.89
Taruna-1707,3.29,3.69
Taruna-1708,3.47,3.61
Taruna-1709,3.44,3.71
Taruna-1710,3.36,3.95
Taruna-1711,3.21,3.72
Taruna-1712,3.95,3.76
Taruna-1713,3.82,3.79
Taruna-1714,3.6,3.97
Taruna-1715,3.86,3.66
Taruna-1716,3.44,3.8
Taruna-1717,3.94,3.74
Taruna-1718,3.8,3.51
Taruna-1719,3.41,3.95
Taruna-1720,3.52,3.83
Taruna-1721,3.68,3.69
Taruna-1722,3.67,3.6
Taruna-1723,3.36,3.75
Taruna-1724,3.78,3.62
Taruna-1725,3.37,3.58
Taruna-1726,3.84,3.84
Taruna-1727,3.84,3.55
Taruna-1728,3.79,3.87
Taruna-1729,3.94,3.73
Taruna-1730,3.34,3.78
Taruna-1731,3.23,3.9
Taruna-1732,3.82,3.99
Taruna-1733,3.48,3.61
Taruna-1734,3.42,3.74
Taruna-1735,3.45,3.99
Taruna-1736,3.4,3.64
Taruna-1737,3.74,3.58
Taruna-1738,3.63,3.87
Taruna-1739,3.24,3.95
Taruna-1740,3.24,3.82
Taruna-1741,3.37,3.78
Taruna-1742,3.44,3.82
Taruna-1743,3.61,3.94
Taruna-1744,3.23,3.85
Taruna-1745,3.31,3.56
Taruna-1746,3.46,3.77
Taruna-1747,3.24,3.57
Taruna-1748,3.76,3.57
Taruna-1749,3.35,3.8
Taruna-1750,3.22,3.61
Taruna-1751,3.27,3.64
Taruna-1752,3.6,3.99
Taruna-1753,3.61,3.51
Taruna-1754,3.63,3.83
Taruna-1755,3.86,3.76
Taruna-1756,4.0,3.86
Taruna-1757,3.35,3.6
Taruna-1758,3.74,3.9
Taruna-1759,3.97,3.88
Taruna-1760,3.73,3.69
Taruna-1761,3.2,3.72
Taruna-1762,3.47,3.5
Taruna-1763,3.73,3.76
Taruna-1764,3.73,3.7
Taruna-1765,3.39,3.78
Taruna-1766,3.54,3.69
Taruna-1767,3.76,3.82
Taruna-1768,3.3,3.9
Taruna-1769,3.57,3.85
Taruna-1770,3.3,3.71
Taruna-1771,3.49,3.55
Taruna-1772,3.63,3.71
Taruna-1773,3.88,3.54
Taruna-1774,3.43,3.91
Taruna-1775,3.64,3.56
Taruna-1776,3.65,3.83
Taruna-1777,3.27,3.84
Taruna-1778,3.9,3.77
Taruna-1779,3.91,3.63
Taruna-1780,3.79,3.9
Taruna-1781,3.75,3.71
Taruna-1782,3.97,3.65
Taruna-1783,3.43,3.61
Taruna-1784,3.21,3.93
Taruna-1785,3.52,3.81
Taruna-1786,3.45,3.52
Taruna-1787,3.51,3.78
Taruna-1788,3.54,3.9
Taruna-1789,3.8,3.57
Taruna-1790,3.82,3.63
Taruna-1791,3.69,3.51
Taruna-1792,3.61,3.64
Taruna-1793,3.36,3.64
Taruna-1794,3.67,3.94
Taruna-1795,3.99,3.56
Taruna-1796,3.37,3.76
Taruna-1797,3.61,3.88
Taruna-1798,3.39,3.93
Taruna-1799,3.85,3.86
Taruna-1800,3.57,3.64
Taruna-1801,3.61,3.93
Taruna-1802,3.82,3.87
Taruna-1803,3.52,3.73
Taruna-1804,3.72,3.54
Taruna-1805,3.29,3.92
Taruna-1806,3.64,3.8
Taruna-1807,3.86,3.98
Taruna-1808,3.38,4.0
Taruna-1809,3.6,3.92
